Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.403071	1	0	1	-98.2692
0.404	1	0	1	-98.2692
0.404071	1	0	1	-98.2692
0.405	1	0	1	-98.2692
0.405071	1	0	1	-98.2692
0.406	1	0	1	-98.2692
0.406071	1	0	1	-98.2692
0.407	1	0	1	-98.2692
0.407071	1	0	1	-98.2692
0.408	1	0	1	-98.2692
0.408071	1	0	1	-98.2692
0.409	1	0	1	-98.2692
0.409071	1	0	1	-98.2692
0.41	1	0	1	-98.2692
0.410071	1	0	1	-98.2692
0.411	1	0	1	-98.2692
0.411071	1	0	1	-98.2692
0.412	1	0	1	-98.2692
0.412071	1	0	1	-98.2692
0.413	1	0	1	-98.2692
0.413071	1	0	1	-98.2692
0.414	1	0	1	-98.2692
0.414071	1	0	1	-98.2692
0.415	1	0	1	-98.2692
0.415071	1	0	1	-98.2692
0.416	1	0	1	-98.2692
0.416071	1	0	1	-98.2692
0.417	1	0	1	-98.2692
0.417071	1	0	1	-98.2692
0.418	1	0	1	-98.2692
0.418071	1	0	1	-98.2692
0.419	1	0	1	-98.2692
0.419071	1	0	1	-98.2692
0.42	1	0	1	-98.2692
0.420071	1	0	1	-98.2692
0.421	1	0	1	-98.2692
0.421071	1	0	1	-98.2692
0.422	1	0	1	-98.2692
0.422071	1	0	1	-98.2692
0.423	1	0	1	-98.2692
0.423071	1	0	1	-98.2692
0.424	1	0	1	-98.2692
0.424071	1	0	1	-98.2692
0.425	1	0	1	-98.2692
0.425071	1	0	1	-98.2692
0.426	1	0	1	-98.2692
0.426071	1	0	1	-98.2692
0.427	1	0	1	-98.2692
0.427071	1	0	1	-98.2692
0.428	1	0	1	-98.2692
0.428071	1	0	1	-98.2692
0.429	1	0	1	-98.2692
0.429071	1	0	1	-98.2692
0.43	1	0	1	-98.2692
0.430071	1	0	1	-98.2692
0.431	1	0	1	-98.2692
0.431071	1	0	1	-98.2692
0.432	1	0	1	-98.2692
0.432071	1	0	1	-98.2692
0.433	1	0	1	-98.2692
0.433071	1	0	1	-98.2692
0.434	1	0	1	-98.2692
0.434071	1	0	1	-98.2692
0.435	1	0	1	-98.2692
0.435071	1	0	1	-98.2692
0.436	1	0	1	-98.2692
0.436071	1	0	1	-98.2692
0.437	1	0	1	-98.2692
0.437071	1	0	1	-98.2692
0.438	1	0	1	-98.2692
0.438071	1	0	1	-98.2692
0.439	1	0	1	-98.2692
0.439071	1	0	1	-98.2692
0.44	1	0	1	-98.2692
0.440071	1	0	1	-98.2692
0.441	1	0	1	-98.2692
0.441071	1	0	1	-98.2692
0.442	1	0	1	-98.2692
0.442071	1	0	1	-98.2692
0.443	1	0	1	-98.2692
0.443071	1	0	1	-98.2692
0.444	1	0	1	-98.2692
0.444071	1	0	1	-98.2692
0.445	1	0	1	-98.2692
0.445071	1	0	1	-98.2692
0.446	1	0	1	-98.2692
0.446071	1	0	1	-98.2692
0.447	1	0	1	-98.2692
0.447071	1	0	1	-98.2692
0.448	1	0	1	-98.2692
0.448071	1	0	1	-98.2692
0.449	1	0	1	-98.2692
0.449071	1	0	1	-98.2692
0.45	1	0	1	-98.2692
0.450071	1	0	1	-98.2692
0.451	1	0	1	-98.2692
0.451071	1	0	1	-98.2692
0.452	1	0	1	-98.2692
0.452071	1	0	1	-98.2692
0.453	1	0	1	-98.2692
0.453071	1	0	1	-98.2692
0.454	1	0	1	-98.2692
0.454071	1	0	1	-98.2692
0.455	1	0	1	-98.2692
0.455071	1	0	1	-98.2692
0.456	1	0	1	-98.2692
0.456071	1	0	1	-98.2692
0.457	1	0	1	-98.2692
0.457071	1	0	1	-98.2692
0.458	1	0	1	-98.2692
0.458071	1	0	1	-98.2692
0.459	1	0	1	-98.2692
0.459071	1	0	1	-98.2692
0.46	1	0	1	-98.2692
0.460071	1	0	1	-98.2692
0.461	1	0	1	-98.2692
0.461071	1	0	1	-98.2692
0.462	1	0	1	-98.2692
0.462071	1	0	1	-98.2692
0.463	1	0	1	-98.2692
0.463071	1	0	1	-98.2692
0.464	1	0	1	-98.2692
0.464071	1	0	1	-98.2692
0.465	1	0	1	-98.2692
0.465071	1	0	1	-98.2692
0.466	1	0	1	-98.2692
0.466071	1	0	1	-98.2692
0.467	1	0	1	-98.2692
0.467071	1	0	1	-98.2692
0.468	1	0	1	-98.2692
0.468071	1	0	1	-98.2692
0.469	1	0	1	-98.2692
0.469071	1	0	1	-98.2692
0.47	1	0	1	-98.2692
0.470071	1	0	1	-98.2692
0.471	1	0	1	-98.2692
0.471071	1	0	1	-98.2692
0.472	1	0	1	-98.2692
0.472071	1	0	1	-98.2692
0.473	1	0	1	-98.2692
0.473071	1	0	1	-98.2692
0.474	1	0	1	-98.2692
0.474071	1	0	1	-98.2692
0.475	1	0	1	-98.2692
0.475071	1	0	1	-98.2692
0.476	1	0	1	-98.2692
0.476071	1	0	1	-98.2692
0.477	1	0	1	-98.2692
0.477071	1	0	1	-98.2692
0.478	1	0	1	-98.2692
0.478071	1	0	1	-98.2692
0.479	1	0	1	-98.2692
0.479071	1	0	1	-98.2692
0.48	1	0	1	-98.2692
0.480071	1	0	1	-98.2692
0.481	1	0	1	-98.2692
0.481071	1	0	1	-98.2692
0.482	1	0	1	-98.2692
0.482071	1	0	1	-98.2692
0.483	1	0	1	-98.2692
0.483071	1	0	1	-98.2692
0.484	1	0	1	-98.2692
0.484071	1	0	1	-98.2692
0.485	1	0	1	-98.2692
0.485071	1	0	1	-98.2692
0.486	1	0	1	-98.2692
0.486071	1	0	1	-98.2692
0.487	1	0	1	-98.2692
0.487071	1	0	1	-98.2692
0.488	1	0	1	-98.2692
0.488071	1	0	1	-98.2692
0.489	1	0	1	-98.2692
0.489071	1	0	1	-98.2692
0.49	1	0	1	-98.2692
0.490071	1	0	1	-98.2692
0.491	1	0	1	-98.2692
0.491071	1	0	1	-98.2692
0.492	1	0	1	-98.2692
0.492071	1	0	1	-98.2692
0.493	1	0	1	-98.2692
0.493071	1	0	1	-98.2692
0.494	1	0	1	-98.2692
0.494071	1	0	1	-98.2692
0.495	1	0	1	-98.2692
0.495071	1	0	1	-98.2692
0.496	1	0	1	-98.2692
0.496071	1	0	1	-98.2692
0.497	1	0	1	-98.2692
0.497071	1	0	1	-98.2692
0.498	1	0	1	-98.2692
0.498071	1	0	1	-98.2692
0.499	1	0	1	-98.2692
0.499071	1	0	1	-98.2692
0.5	1	0	1	-98.2692
0.500071	1	0	1	-98.2692
0.501	1	0	1	-98.2692
0.501071	1	0	1	-98.2692
0.502	1	0	1	-98.2692
0.502071	1	0	1	-98.2692
0.503	1	0	1	-98.2692
0.503071	1	0	1	-98.2692
0.504	1	0	1	-98.2692
0.504071	1	0	1	-98.2692
0.505	1	0	1	-98.2692
0.505071	1	0	1	-98.2692
0.506	1	0	1	-98.2692
0.506071	1	0	1	-98.2692
0.507	1	0	1	-98.2692
0.507071	1	0	1	-98.2692
0.508	1	0	1	-98.2692
0.508071	1	0	1	-98.2692
0.509	1	0	1	-98.2692
0.509071	1	0	1	-98.2692
0.51	1	0	1	-98.2692
0.510071	1	0	1	-98.2692
0.511	1	0	1	-98.2692
0.511071	1	0	1	-98.2692
0.512	1	0	1	-98.2692
0.512071	1	0	1	-98.2692
0.513	1	0	1	-98.2692
0.513071	1	0	1	-98.2692
0.514	1	0	1	-98.2692
0.514071	1	0	1	-98.2692
0.515	1	0	1	-98.2692
0.515071	1	0	1	-98.2692
0.516	1	0	1	-98.2692
0.516071	1	0	1	-98.2692
0.517	1	0	1	-98.2692
0.517071	1	0	1	-98.2692
0.518	1	0	1	-98.2692
0.518071	1	0	1	-98.2692
0.519	1	0	1	-98.2692
0.519071	1	0	1	-98.2692
0.52	1	0	1	-98.2692
0.520071	1	0	1	-98.2692
0.521	1	0	1	-98.2692
0.521071	1	0	1	-98.2692
0.522	1	0	1	-98.2692
0.522071	1	0	1	-98.2692
0.523	1	0	1	-98.2692
0.523071	1	0	1	-98.2692
0.524	1	0	1	-98.2692
0.524071	1	0	1	-98.2692
0.525	1	0	1	-98.2692
0.525071	1	0	1	-98.2692
0.526	1	0	1	-98.2692
0.526071	1	0	1	-98.2692
0.527	1	0	1	-98.2692
0.527071	1	0	1	-98.2692
0.528	1	0	1	-98.2692
0.528071	1	0	1	-98.2692
0.529	1	0	1	-98.2692
0.529071	1	0	1	-98.2692
0.53	1	0	1	-98.2692
0.530071	1	0	1	-98.2692
0.531	1	0	1	-98.2692
0.531071	1	0	1	-98.2692
0.532	1	0	1	-98.2692
0.532071	1	0	1	-98.2692
0.533	1	0	1	-98.2692
0.533071	1	0	1	-98.2692
0.534	1	0	1	-98.2692
0.534071	1	0	1	-98.2692
0.535	1	0	1	-98.2692
0.535071	1	0	1	-98.2692
0.536	1	0	1	-98.2692
0.536071	1	0	1	-98.2692
0.537	1	0	1	-98.2692
0.537071	1	0	1	-98.2692
0.538	1	0	1	-98.2692
0.538071	1	0	1	-98.2692
0.539	1	0	1	-98.2692
0.539071	1	0	1	-98.2692
0.54	1	0	1	-98.2692
0.540071	1	0	1	-98.2692
0.541	1	0	1	-98.2692
0.541071	1	0	1	-98.2692
0.542	1	0	1	-98.2692
0.542071	1	0	1	-98.2692
0.543	1	0	1	-98.2692
0.543071	1	0	1	-98.2692
0.544	1	0	1	-98.2692
0.544071	1	0	1	-98.2692
0.545	1	0	1	-98.2692
0.545071	1	0	1	-98.2692
0.546	1	0	1	-98.2692
0.546071	1	0	1	-98.2692
0.547	1	0	1	-98.2692
0.547071	1	0	1	-98.2692
0.548	1	0	1	-98.2692
0.548071	1	0	1	-98.2692
0.549	1	0	1	-98.2692
0.549071	1	0	1	-98.2692
0.55	1	0	1	-98.2692
0.550071	1	0	1	-98.2692
0.551	1	0	1	-98.2692
0.551071	1	0	1	-98.2692
0.552	1	0	1	-98.2692
0.552071	1	0	1	-98.2692
0.553	1	0	1	-98.2692
0.553071	1	0	1	-98.2692
0.554	1	0	1	-98.2692
0.554071	1	0	1	-98.2692
0.555	1	0	1	-98.2692
0.555071	1	0	1	-98.2692
0.556	1	0	1	-98.2692
0.556071	1	0	1	-98.2692
0.557	1	0	1	-98.2692
0.557071	1	0	1	-98.2692
0.558	1	0	1	-98.2692
0.558071	1	0	1	-98.2692
0.559	1	0	1	-98.2692
0.559071	1	0	1	-98.2692
0.56	1	0	1	-98.2692
0.560071	1	0	1	-98.2692
0.561	1	0	1	-98.2692
0.561071	1	0	1	-98.2692
0.562	1	0	1	-98.2692
0.562071	1	0	1	-98.2692
0.563	1	0	1	-98.2692
0.563071	1	0	1	-98.2692
0.564	1	0	1	-98.2692
0.564071	1	0	1	-98.2692
0.565	1	0	1	-98.2692
0.565071	1	0	1	-98.2692
0.566	1	0	1	-98.2692
0.566071	1	0	1	-98.2692
0.567	1	0	1	-98.2692
0.567071	1	0	1	-98.2692
0.568	1	0	1	-98.2692
0.568071	1	0	1	-98.2692
0.569	1	0	1	-98.2692
0.569071	1	0	1	-98.2692
0.57	1	0	1	-98.2692
0.570071	1	0	1	-98.2692
0.571	1	0	1	-98.2692
0.571071	1	0	1	-98.2692
0.572	1	0	1	-98.2692
0.572071	1	0	1	-98.2692
0.573	1	0	1	-98.2692
0.573071	1	0	1	-98.2692
0.574	1	0	1	-98.2692
0.574071	1	0	1	-98.2692
0.575	1	0	1	-98.2692
0.575071	1	0	1	-98.2692
0.576	1	0	1	-98.2692
0.576071	1	0	1	-98.2692
0.577	1	0	1	-98.2692
0.577071	1	0	1	-98.2692
0.578	1	0	1	-98.2692
0.578071	1	0	1	-98.2692
0.579	1	0	1	-98.2692
0.579071	1	0	1	-98.2692
0.58	1	0	1	-98.2692
0.580071	1	0	1	-98.2692
0.581	1	0	1	-98.2692
0.581071	1	0	1	-98.2692
0.582	1	0	1	-98.2692
0.582071	1	0	1	-98.2692
0.583	1	0	1	-98.2692
0.583071	1	0	1	-98.2692
0.584	1	0	1	-98.2692
0.584071	1	0	1	-98.2692
0.585	1	0	1	-98.2692
0.585071	1	0	1	-98.2692
0.586	1	0	1	-98.2692
0.586071	1	0	1	-98.2692
0.587	1	0	1	-98.2692
0.587071	1	0	1	-98.2692
0.588	1	0	1	-98.2692
0.588071	1	0	1	-98.2692
0.589	1	0	1	-98.2692
0.589071	1	0	1	-98.2692
0.59	1	0	1	-98.2692
0.590071	1	0	1	-98.2692
0.591	1	0	1	-98.2692
0.591071	1	0	1	-98.2692
0.592	1	0	1	-98.2692
0.592071	1	0	1	-98.2692
0.593	1	0	1	-98.2692
0.593071	1	0	1	-98.2692
0.594	1	0	1	-98.2692
0.594071	1	0	1	-98.2692
0.595	1	0	1	-98.2692
0.595071	1	0	1	-98.2692
0.596	1	0	1	-98.2692
0.596071	1	0	1	-98.2692
0.597	1	0	1	-98.2692
0.597071	1	0	1	-98.2692
0.598	1	0	1	-98.2692
0.598071	1	0	1	-98.2692
0.599	1	0	1	-98.2692
0.599071	1	0	1	-98.2692
0.6	1	0	1	-98.2692
0.600071	1	0	1	-98.2692
0.601	1	0	1	-98.2692
0.601071	1	0	1	-98.2692
0.602	1	0	1	-98.2692
0.602071	1	0	1	-98.2692
0.603	1	0	1	-98.2692
0.603071	1	0	1	-98.2692
0.604	1	0	1	-98.2692
0.604071	1	0	1	-98.2692
0.605	1	0	1	-98.2692
0.605071	1	0	1	-98.2692
0.606	1	0	1	-98.2692
0.606071	1	0	1	-98.2692
0.607	1	0	1	-98.2692
0.607071	1	0	1	-98.2692
0.608	1	0	1	-98.2692
0.608071	1	0	1	-98.2692
0.609	1	0	1	-98.2692
0.609071	1	0	1	-98.2692
0.61	1	0	1	-98.2692
0.610071	1	0	1	-98.2692
0.611	1	0	1	-98.2692
0.611071	1	0	1	-98.2692
0.612	1	0	1	-98.2692
0.612071	1	0	1	-98.2692
0.613	1	0	1	-98.2692
0.613071	1	0	1	-98.2692
0.614	1	0	1	-98.2692
0.614071	1	0	1	-98.2692
0.615	1	0	1	-98.2692
0.615071	1	0	1	-98.2692
0.616	1	0	1	-98.2692
0.616071	1	0	1	-98.2692
0.617	1	0	1	-98.2692
0.617071	1	0	1	-98.2692
0.618	1	0	1	-98.2692
0.618071	1	0	1	-98.2692
0.619	1	0	1	-98.2692
0.619071	1	0	1	-98.2692
0.62	1	0	1	-98.2692
0.620071	1	0	1	-98.2692
0.621	1	0	1	-98.2692
0.621071	1	0	1	-98.2692
0.622	1	0	1	-98.2692
0.622071	1	0	1	-98.2692
0.623	1	0	1	-98.2692
0.623071	1	0	1	-98.2692
0.624	1	0	1	-98.2692
0.624071	1	0	1	-98.2692
0.625	1	0	1	-98.2692
0.625071	1	0	1	-98.2692
0.626	1	0	1	-98.2692
0.626071	1	0	1	-98.2692
0.627	1	0	1	-98.2692
0.627071	1	0	1	-98.2692
0.628	1	0	1	-98.2692
0.628071	1	0	1	-98.2692
0.629	1	0	1	-98.2692
0.629071	1	0	1	-98.2692
0.63	1	0	1	-98.2692
0.630071	1	0	1	-98.2692
0.631	1	0	1	-98.2692
0.631071	1	0	1	-98.2692
0.632	1	0	1	-98.2692
0.632071	1	0	1	-98.2692
0.633	1	0	1	-98.2692
0.633071	1	0	1	-98.2692
0.634	1	0	1	-98.2692
0.634071	1	0	1	-98.2692
0.635	1	0	1	-98.2692
0.635071	1	0	1	-98.2692
0.636	1	0	1	-98.2692
0.636071	1	0	1	-98.2692
0.637	1	0	1	-98.2692
0.637071	1	0	1	-98.2692
0.638	1	0	1	-98.2692
0.638071	1	0	1	-98.2692
0.639	1	0	1	-98.2692
0.639071	1	0	1	-98.2692
0.64	1	0	1	-98.2692
0.640071	1	0	1	-98.2692
0.641	1	0	1	-98.2692
0.641071	1	0	1	-98.2692
0.642	1	0	1	-98.2692
0.642071	1	0	1	-98.2692
0.643	1	0	1	-98.2692
0.643071	1	0	1	-98.2692
0.644	1	0	1	-98.2692
0.644071	1	0	1	-98.2692
0.645	1	0	1	-98.2692
0.645071	1	0	1	-98.2692
0.646	1	0	1	-98.2692
0.646071	1	0	1	-98.2692
0.647	1	0	1	-98.2692
0.647071	1	0	1	-98.2692
0.648	1	0	1	-98.2692
0.648071	1	0	1	-98.2692
0.649	1	0	1	-98.2692
0.649071	1	0	1	-98.2692
0.65	1	0	1	-98.2692
0.650071	1	0	1	-98.2692
0.651	1	0	1	-98.2692
0.651071	1	0	1	-98.2692
0.652	1	0	1	-98.2692
0.652071	1	0	1	-98.2692
0.653	1	0	1	-98.2692
0.653071	1	0	1	-98.2692
0.654	1	0	1	-98.2692
0.654071	1	0	1	-98.2692
0.655	1	0	1	-98.2692
0.655071	1	0	1	-98.2692
0.656	1	0	1	-98.2692
0.656071	1	0	1	-98.2692
0.657	1	0	1	-98.2692
0.657071	1	0	1	-98.2692
0.658	1	0	1	-98.2692
0.658071	1	0	1	-98.2692
0.659	1	0	1	-98.2692
0.659071	1	0	1	-98.2692
0.66	1	0	1	-98.2692
0.660071	1	0	1	-98.2692
0.661	1	0	1	-98.2692
0.661071	1	0	1	-98.2692
0.662	1	0	1	-98.2692
0.662071	1	0	1	-98.2692
0.663	1	0	1	-98.2692
0.663071	1	0	1	-98.2692
0.664	1	0	1	-98.2692
0.664071	1	0	1	-98.2692
0.665	1	0	1	-98.2692
0.665071	1	0	1	-98.2692
0.666	1	0	1	-98.2692
0.666071	1	0	1	-98.2692
0.667	1	0	1	-98.2692
0.667071	1	0	1	-98.2692
0.668	1	0	1	-98.2692
0.668071	1	0	1	-98.2692
0.669	1	0	1	-98.2692
0.669071	1	0	1	-98.2692
0.67	1	0	1	-98.2692
0.670071	1	0	1	-98.2692
0.671	1	0	1	-98.2692
0.671071	1	0	1	-98.2692
0.672	1	0	1	-98.2692
0.672071	1	0	1	-98.2692
0.673	1	0	1	-98.2692
0.673071	1	0	1	-98.2692
0.674	1	0	1	-98.2692
0.674071	1	0	1	-98.2692
0.675	1	0	1	-98.2692
0.675071	1	0	1	-98.2692
0.676	1	0	1	-98.2692
0.676071	1	0	1	-98.2692
0.677	1	0	1	-98.2692
0.677071	1	0	1	-98.2692
0.678	1	0	1	-98.2692
0.678071	1	0	1	-98.2692
0.679	1	0	1	-98.2692
0.679071	1	0	1	-98.2692
0.68	1	0	1	-98.2692
0.680071	1	0	1	-98.2692
0.681	1	0	1	-98.2692
0.681071	1	0	1	-98.2692
0.682	1	0	1	-98.2692
0.682071	1	0	1	-98.2692
0.683	1	0	1	-98.2692
0.683071	1	0	1	-98.2692
0.684	1	0	1	-98.2692
0.684071	1	0	1	-98.2692
0.685	1	0	1	-98.2692
0.685071	1	0	1	-98.2692
0.686	1	0	1	-98.2692
0.686071	1	0	1	-98.2692
0.687	1	0	1	-98.2692
0.687071	1	0	1	-98.2692
0.688	1	0	1	-98.2692
0.688071	1	0	1	-98.2692
0.689	1	0	1	-98.2692
0.689071	1	0	1	-98.2692
0.69	1	0	1	-98.2692
0.690071	1	0	1	-98.2692
0.691	1	0	1	-98.2692
0.691071	1	0	1	-98.2692
0.692	1	0	1	-98.2692
0.692071	1	0	1	-98.2692
0.693	1	0	1	-98.2692
0.693071	1	0	1	-98.2692
0.694	1	0	1	-98.2692
0.694071	1	0	1	-98.2692
0.695	1	0	1	-98.2692
0.695071	1	0	1	-98.2692
0.696	1	0	1	-98.2692
0.696071	1	0	1	-98.2692
0.697	1	0	1	-98.2692
0.697071	1	0	1	-98.2692
0.698	1	0	1	-98.2692
0.698071	1	0	1	-98.2692
0.699	1	0	1	-98.2692
0.699071	1	0	1	-98.2692
0.7	1	0	1	-98.2692
0.700071	1	0	1	-98.2692
0.701	1	0	1	-98.2692
0.701071	1	0	1	-98.2692
0.702	1	0	1	-98.2692
0.702071	1	0	1	-98.2692
0.703	1	0	1	-98.2692
0.703071	1	0	1	-98.2692
0.704	1	0	1	-98.2692
0.704071	1	0	1	-98.2692
0.705	1	0	1	-98.2692
0.705071	1	0	1	-98.2692
0.706	1	0	1	-98.2692
0.706071	1	0	1	-98.2692
0.707	1	0	1	-98.2692
0.707071	1	0	1	-98.2692
0.708	1	0	1	-98.2692
0.708071	1	0	1	-98.2692
0.709	1	0	1	-98.2692
0.709071	1	0	1	-98.2692
0.71	1	0	1	-98.2692
0.710071	1	0	1	-98.2692
0.711	1	0	1	-98.2692
0.711071	1	0	1	-98.2692
0.712	1	0	1	-98.2692
0.712071	1	0	1	-98.2692
0.713	1	0	1	-98.2692
0.713071	1	0	1	-98.2692
0.714	1	0	1	-98.2692
0.714071	1	0	1	-98.2692
0.715	1	0	1	-98.2692
0.715071	1	0	1	-98.2692
0.716	1	0	1	-98.2692
0.716071	1	0	1	-98.2692
0.717	1	0	1	-98.2692
0.717071	1	0	1	-98.2692
0.718	1	0	1	-98.2692
0.718071	1	0	1	-98.2692
0.719	1	0	1	-98.2692
0.719071	1	0	1	-98.2692
0.72	1	0	1	-98.2692
0.720071	1	0	1	-98.2692
0.721	1	0	1	-98.2692
0.721071	1	0	1	-98.2692
0.722	1	0	1	-98.2692
0.722071	1	0	1	-98.2692
0.723	1	0	1	-98.2692
0.723071	1	0	1	-98.2692
0.724	1	0	1	-98.2692
0.724071	1	0	1	-98.2692
0.725	1	0	1	-98.2692
0.725071	1	0	1	-98.2692
0.726	1	0	1	-98.2692
0.726071	1	0	1	-98.2692
0.727	1	0	1	-98.2692
0.727071	1	0	1	-98.2692
0.728	1	0	1	-98.2692
0.728071	1	0	1	-98.2692
0.729	1	0	1	-98.2692
0.729071	1	0	1	-98.2692
0.73	1	0	1	-98.2692
0.730071	1	0	1	-98.2692
0.731	1	0	1	-98.2692
0.731071	1	0	1	-98.2692
0.732	1	0	1	-98.2692
0.732071	1	0	1	-98.2692
0.733	1	0	1	-98.2692
0.733071	1	0	1	-98.2692
0.734	1	0	1	-98.2692
0.734071	1	0	1	-98.2692
0.735	1	0	1	-98.2692
0.735071	1	0	1	-98.2692
0.736	1	0	1	-98.2692
0.736071	1	0	1	-98.2692
0.737	1	0	1	-98.2692
0.737071	1	0	1	-98.2692
0.738	1	0	1	-98.2692
0.738071	1	0	1	-98.2692
0.739	1	0	1	-98.2692
0.739071	1	0	1	-98.2692
0.74	1	0	1	-98.2692
0.740071	1	0	1	-98.2692
0.741	1	0	1	-98.2692
0.741071	1	0	1	-98.2692
0.742	1	0	1	-98.2692
0.742071	1	0	1	-98.2692
0.743	1	0	1	-98.2692
0.743071	1	0	1	-98.2692
0.744	1	0	1	-98.2692
0.744071	1	0	1	-98.2692
0.745	1	0	1	-98.2692
0.745071	1	0	1	-98.2692
0.746	1	0	1	-98.2692
0.746071	1	0	1	-98.2692
0.747	1	0	1	-98.2692
0.747071	1	0	1	-98.2692
0.748	1	0	1	-98.2692
0.748071	1	0	1	-98.2692
0.749	1	0	1	-98.2692
0.749071	1	0	1	-98.2692
0.75	1	0	1	-98.2692
0.750071	1	0	1	-98.2692
0.751	1	0	1	-98.2692
0.751071	1	0	1	-98.2692
0.752	1	0	1	-98.2692
0.752071	1	0	1	-98.2692
0.753	1	0	1	-98.2692
0.753071	1	0	1	-98.2692
0.754	1	0	1	-98.2692
0.754071	1	0	1	-98.2692
0.755	1	0	1	-98.2692
0.755071	1	0	1	-98.2692
0.756	1	0	1	-98.2692
0.756071	1	0	1	-98.2692
0.757	1	0	1	-98.2692
0.757071	1	0	1	-98.2692
0.758	1	0	1	-98.2692
0.758071	1	0	1	-98.2692
0.759	1	0	1	-98.2692
0.759071	1	0	1	-98.2692
0.76	1	0	1	-98.2692
0.760071	1	0	1	-98.2692
0.761	1	0	1	-98.2692
0.761071	1	0	1	-98.2692
0.762	1	0	1	-98.2692
0.762071	1	0	1	-98.2692
0.763	1	0	1	-98.2692
0.763071	1	0	1	-98.2692
0.764	1	0	1	-98.2692
0.764071	1	0	1	-98.2692
0.765	1	0	1	-98.2692
0.765071	1	0	1	-98.2692
0.766	1	0	1	-98.2692
0.766071	1	0	1	-98.2692
0.767	1	0	1	-98.2692
0.767071	1	0	1	-98.2692
0.768	1	0	1	-98.2692
0.768071	1	0	1	-98.2692
0.769	1	0	1	-98.2692
0.769071	1	0	1	-98.2692
0.77	1	0	1	-98.2692
0.770071	1	0	1	-98.2692
0.771	1	0	1	-98.2692
0.771071	1	0	1	-98.2692
0.772	1	0	1	-98.2692
0.772071	1	0	1	-98.2692
0.773	1	0	1	-98.2692
0.773071	1	0	1	-98.2692
0.774	1	0	1	-98.2692
0.774071	1	0	1	-98.2692
0.775	1	0	1	-98.2692
0.775071	1	0	1	-98.2692
0.776	1	0	1	-98.2692
0.776071	1	0	1	-98.2692
0.777	1	0	1	-98.2692
0.777071	1	0	1	-98.2692
0.778	1	0	1	-98.2692
0.778071	1	0	1	-98.2692
0.779	1	0	1	-98.2692
0.779071	1	0	1	-98.2692
0.78	1	0	1	-98.2692
0.780071	1	0	1	-98.2692
0.781	1	0	1	-98.2692
0.781071	1	0	1	-98.2692
0.782	1	0	1	-98.2692
0.782071	1	0	1	-98.2692
0.783	1	0	1	-98.2692
