Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
1.03093	DL	103	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03193	DL	103	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03293	DL	103	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03393	DL	103	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03493	DL	103	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03593	DL	103	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03693	DL	103	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03793	DL	103	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03893	DL	103	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.03993	DL	103	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04093	DL	104	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04193	DL	104	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04293	DL	104	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04393	DL	104	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04493	DL	104	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04593	DL	104	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04693	DL	104	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04793	DL	104	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04893	DL	104	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.04993	DL	104	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05093	DL	105	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05193	DL	105	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05293	DL	105	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05393	DL	105	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05493	DL	105	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05593	DL	105	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05693	DL	105	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05793	DL	105	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05893	DL	105	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.05993	DL	105	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06093	DL	106	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06193	DL	106	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06293	DL	106	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06393	DL	106	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06493	DL	106	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06593	DL	106	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06693	DL	106	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06793	DL	106	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06893	DL	106	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.06993	DL	106	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07093	DL	107	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07193	DL	107	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07293	DL	107	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07393	DL	107	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07493	DL	107	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07593	DL	107	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07693	DL	107	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07793	DL	107	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07893	DL	107	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.07993	DL	107	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08093	DL	108	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08193	DL	108	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08293	DL	108	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08393	DL	108	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08493	DL	108	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08593	DL	108	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08693	DL	108	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08793	DL	108	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08893	DL	108	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.08993	DL	108	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09086	DL	109	0	0	1	11	1	0	1	7968	13	3	0	55.8137	15	0	0
1.09193	DL	109	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09293	DL	109	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09393	DL	109	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09493	DL	109	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09593	DL	109	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09693	DL	109	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09793	DL	109	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09893	DL	109	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.09993	DL	109	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10093	DL	110	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10193	DL	110	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10293	DL	110	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10393	DL	110	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10493	DL	110	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10593	DL	110	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10693	DL	110	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10793	DL	110	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10893	DL	110	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.10993	DL	110	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11093	DL	111	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11193	DL	111	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11293	DL	111	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11393	DL	111	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11493	DL	111	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11593	DL	111	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11693	DL	111	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11793	DL	111	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11893	DL	111	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.11993	DL	111	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12093	DL	112	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12193	DL	112	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12293	DL	112	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12393	DL	112	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12493	DL	112	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12593	DL	112	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12693	DL	112	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12793	DL	112	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12893	DL	112	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.12993	DL	112	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13093	DL	113	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13193	DL	113	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13293	DL	113	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13393	DL	113	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13493	DL	113	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13593	DL	113	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13693	DL	113	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13793	DL	113	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13893	DL	113	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.13993	DL	113	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14093	DL	114	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14193	DL	114	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14293	DL	114	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14393	DL	114	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14493	DL	114	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14593	DL	114	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14693	DL	114	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14793	DL	114	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14893	DL	114	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.14993	DL	114	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15093	DL	115	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15193	DL	115	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15293	DL	115	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15393	DL	115	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15493	DL	115	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15593	DL	115	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15693	DL	115	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15793	DL	115	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15893	DL	115	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.15993	DL	115	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16093	DL	116	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16193	DL	116	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16293	DL	116	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16393	DL	116	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16493	DL	116	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16593	DL	116	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16693	DL	116	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16793	DL	116	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16893	DL	116	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.16993	DL	116	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17086	DL	117	0	0	1	11	1	0	1	7968	13	3	0	55.8137	15	0	0
1.17193	DL	117	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17293	DL	117	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17393	DL	117	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17493	DL	117	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17593	DL	117	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17693	DL	117	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17793	DL	117	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17893	DL	117	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.17993	DL	117	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18093	DL	118	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18193	DL	118	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18293	DL	118	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18393	DL	118	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18493	DL	118	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18593	DL	118	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18693	DL	118	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18793	DL	118	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18893	DL	118	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.18993	DL	118	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19093	DL	119	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19193	DL	119	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19293	DL	119	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19393	DL	119	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19493	DL	119	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19593	DL	119	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19693	DL	119	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19793	DL	119	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19893	DL	119	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.19993	DL	119	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20093	DL	120	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20193	DL	120	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20293	DL	120	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20393	DL	120	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20493	DL	120	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20593	DL	120	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20693	DL	120	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20793	DL	120	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20893	DL	120	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.20993	DL	120	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21093	DL	121	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21193	DL	121	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21293	DL	121	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21393	DL	121	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21493	DL	121	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21593	DL	121	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21693	DL	121	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21793	DL	121	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21893	DL	121	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.21993	DL	121	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22093	DL	122	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22193	DL	122	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22293	DL	122	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22393	DL	122	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22493	DL	122	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22593	DL	122	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22693	DL	122	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22793	DL	122	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22893	DL	122	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.22993	DL	122	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23093	DL	123	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23193	DL	123	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23293	DL	123	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23393	DL	123	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23493	DL	123	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23593	DL	123	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23693	DL	123	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23793	DL	123	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23893	DL	123	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.23993	DL	123	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24093	DL	124	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24193	DL	124	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24293	DL	124	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24393	DL	124	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24493	DL	124	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24593	DL	124	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24693	DL	124	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24793	DL	124	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24893	DL	124	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.24993	DL	124	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25086	DL	125	0	0	1	11	1	0	1	7968	13	3	0	55.8137	15	0	0
1.25193	DL	125	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25293	DL	125	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25393	DL	125	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25493	DL	125	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25593	DL	125	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25693	DL	125	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25793	DL	125	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25893	DL	125	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.25993	DL	125	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26093	DL	126	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26193	DL	126	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26293	DL	126	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26393	DL	126	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26493	DL	126	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26593	DL	126	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26693	DL	126	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26793	DL	126	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26893	DL	126	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.26993	DL	126	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27093	DL	127	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27193	DL	127	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27293	DL	127	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27393	DL	127	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27493	DL	127	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27593	DL	127	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27693	DL	127	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27793	DL	127	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27893	DL	127	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.27993	DL	127	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28093	DL	128	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28193	DL	128	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28293	DL	128	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28393	DL	128	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28493	DL	128	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28593	DL	128	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28693	DL	128	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28793	DL	128	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28893	DL	128	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.28993	DL	128	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29093	DL	129	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29193	DL	129	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29293	DL	129	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29393	DL	129	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29493	DL	129	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29593	DL	129	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29693	DL	129	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29793	DL	129	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29893	DL	129	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.29993	DL	129	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30093	DL	130	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30193	DL	130	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30293	DL	130	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30393	DL	130	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30493	DL	130	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30593	DL	130	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30693	DL	130	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30793	DL	130	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30893	DL	130	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.30993	DL	130	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31093	DL	131	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31193	DL	131	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31293	DL	131	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31393	DL	131	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31493	DL	131	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31593	DL	131	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31693	DL	131	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31793	DL	131	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31893	DL	131	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.31993	DL	131	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32093	DL	132	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32193	DL	132	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32293	DL	132	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32393	DL	132	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32493	DL	132	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32593	DL	132	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32693	DL	132	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32793	DL	132	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32893	DL	132	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.32993	DL	132	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33086	DL	133	0	0	1	11	1	0	1	7968	13	3	0	55.8137	15	0	0
1.33193	DL	133	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33293	DL	133	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33393	DL	133	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33493	DL	133	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33593	DL	133	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33693	DL	133	6	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33793	DL	133	7	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33893	DL	133	8	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.33993	DL	133	9	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.34093	DL	134	0	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.34193	DL	134	1	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.34293	DL	134	2	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.34393	DL	134	3	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.34493	DL	134	4	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
1.34593	DL	134	5	0	1	12	1	0	1	8691	13	3	0	55.8137	15	0	0
